Tanggal,Judul Berita,URL,Label,Judul Bersih,Tokenisasi,Jumlah Kata
"Rabu, 06 Mei  2026 14:29 WIB",Menpora se-ASEAN Sepakati 6 Poin Deklarasi Bali di Bidang Olahraga,https://sport.detik.com/sport-lain/d-8476943/menpora-se-asean-sepakati-6-poin-deklarasi-bali-di-bidang-olahraga,Sport,menpora se asean sepakat poin deklarasi bal bidang olahraga,"['menpora', 'se', 'asean', 'sepakat', 'poin', 'deklarasi', 'bal', 'bidang', 'olahraga']",9
"Rabu, 06 Mei  2026 11:30 WIB",Thailand Open 2026: Kesempatan Ganda Campuran Indonesia Unjuk Gigi!,https://sport.detik.com/raket/d-8476575/thailand-open-2026-kesempatan-ganda-campuran-indonesia-unjuk-gigi,Sport,thailand open sempat ganda campur indonesia unjuk gigi,"['thailand', 'open', 'sempat', 'ganda', 'campur', 'indonesia', 'unjuk', 'gigi']",8
"Rabu, 06 Mei  2026 09:40 WIB",RI-Singapura Teken Kerja Sama Bidang Kepemudaan dan Olahraga,https://sport.detik.com/sport-lain/d-8476402/ri-singapura-teken-kerja-sama-bidang-kepemudaan-dan-olahraga,Sport,ri singapura teken kerja sama bidang pemuda olahraga,"['ri', 'singapura', 'teken', 'kerja', 'sama', 'bidang', 'pemuda', 'olahraga']",8
"Rabu, 06 Mei  2026 09:15 WIB","Jogja Run D-City 2026: Digelar 24 Mei, Daftar Detik Ini Juga",https://sport.detik.com/sportstyle/d-8474792/jogja-run-d-city-2026-digelar-24-mei-daftar-detik-ini-juga,Sport,jogja run d city gelar mei daftar detik juga,"['jogja', 'run', 'd', 'city', 'gelar', 'mei', 'daftar', 'detik', 'juga']",9
"Rabu, 06 Mei  2026 07:00 WIB",Laga Sengit Kejuaraan Akuatik 2026 Perebutkan Tiket SEA Age,https://sport.detik.com/fotosport/d-8475904/laga-sengit-kejuaraan-akuatik-2026-perebutkan-tiket-sea-age,Sport,laga sengit juara akuatik rebut tiket sea age,"['laga', 'sengit', 'juara', 'akuatik', 'rebut', 'tiket', 'sea', 'age']",8
"Selasa, 05 Mei  2026 23:10 WIB",13 Atlet Panjat Tebing RI Menuju World Climbing Series,https://sport.detik.com/sport-lain/d-8476177/13-atlet-panjat-tebing-ri-menuju-world-climbing-series,Sport,atlet panjat tebing ri tuju world climbing series,"['atlet', 'panjat', 'tebing', 'ri', 'tuju', 'world', 'climbing', 'series']",8
"Selasa, 05 Mei  2026 22:51 WIB",Mau Hadiah Saldo E-Wallet? Coba Tebak Peraih Pole Position MotoGP Prancis,https://sport.detik.com/sport-lain/d-8476165/mau-hadiah-saldo-e-wallet-coba-tebak-peraih-pole-position-motogp-prancis,Sport,mau hadiah saldo e wallet coba tebak raih pole position motogp prancis,"['mau', 'hadiah', 'saldo', 'e', 'wallet', 'coba', 'tebak', 'raih', 'pole', 'position', 'motogp', 'prancis']",12
"Selasa, 05 Mei  2026 20:05 WIB",Jadwal MotoGP Prancis 2026 Akhir Pekan Ini,https://sport.detik.com/moto-gp/d-8475912/jadwal-motogp-prancis-2026-akhir-pekan-ini,Sport,jadwal motogp prancis akhir pekan,"['jadwal', 'motogp', 'prancis', 'akhir', 'pekan']",5
"Selasa, 05 Mei  2026 19:10 WIB",'Marc Marquez Mungkin Tak Jujur Soal Kondisi Bahunya',https://sport.detik.com/moto-gp/d-8475787/marc-marquez-mungkin-tak-jujur-soal-kondisi-bahunya,Sport,marc marquez mungkin tak jujur soal kondisi bahu,"['marc', 'marquez', 'mungkin', 'tak', 'jujur', 'soal', 'kondisi', 'bahu']",8
"Selasa, 05 Mei  2026 18:50 WIB",Perbasi Panggil 24 Pemain Timnas Basket Putri untuk TC Asian Games 2026,https://sport.detik.com/basket/d-8475799/perbasi-panggil-24-pemain-timnas-basket-putri-untuk-tc-asian-games-2026,Sport,basi panggil main timnas basket putri tc asi games,"['basi', 'panggil', 'main', 'timnas', 'basket', 'putri', 'tc', 'asi', 'games']",9
"Selasa, 05 Mei  2026 18:30 WIB",PBSI: Hasil Uber Cup 2026 Jadi Modal Regenerasi dan Penguatan Tim,https://sport.detik.com/raket/d-8475786/pbsi-hasil-uber-cup-2026-jadi-modal-regenerasi-dan-penguatan-tim,Sport,pbsi hasil uber cup jadi modal regenerasi kuat tim,"['pbsi', 'hasil', 'uber', 'cup', 'jadi', 'modal', 'regenerasi', 'kuat', 'tim']",9
"Selasa, 05 Mei  2026 16:50 WIB",Alex Marquez: Ducati Tatap Ujian Sebenarnya di Le Mans,https://sport.detik.com/moto-gp/d-8475576/alex-marquez-ducati-tatap-ujian-sebenarnya-di-le-mans,Sport,alex marquez ducati tatap uji benar le mans,"['alex', 'marquez', 'ducati', 'tatap', 'uji', 'benar', 'le', 'mans']",8
"Selasa, 05 Mei  2026 15:50 WIB",FIBA 3x3 Women's Series 2026 Jadi Bagian Seleksi Atlet ke Asian Games,https://sport.detik.com/basket/d-8475426/fiba-3x3-womens-series-2026-jadi-bagian-seleksi-atlet-ke-asian-games,Sport,fiba x women s series jadi bagi seleksi atlet asi games,"['fiba', 'x', 'women', 's', 'series', 'jadi', 'bagi', 'seleksi', 'atlet', 'asi', 'games']",11
"Selasa, 05 Mei  2026 14:50 WIB","Thomas Cup 2026: Taufik Hidayat Minta Maaf Indonesia Gagal, Akan Evaluasi Tim",https://sport.detik.com/raket/d-8475267/thomas-cup-2026-taufik-hidayat-minta-maaf-indonesia-gagal-akan-evaluasi-tim,Sport,thomas cup taufik hidayat minta maaf indonesia gagal evaluasi tim,"['thomas', 'cup', 'taufik', 'hidayat', 'minta', 'maaf', 'indonesia', 'gagal', 'evaluasi', 'tim']",10
"Selasa, 05 Mei  2026 13:30 WIB",Ranking Atlet RI Usai Thomas & Uber Cup 2026: Tak Banyak Perubahan Besar,https://sport.detik.com/raket/d-8475114/ranking-atlet-ri-usai-thomas-uber-cup-2026-tak-banyak-perubahan-besar,Sport,ranking atlet ri usai thomas uber cup tak banyak ubah besar,"['ranking', 'atlet', 'ri', 'usai', 'thomas', 'uber', 'cup', 'tak', 'banyak', 'ubah', 'besar']",11
"Selasa, 05 Mei  2026 10:49 WIB",SEA Ministerial Meeting On Youth and Sports 2026 Hasilkan Deklarasi Bali,https://sport.detik.com/sport-lain/d-8474854/sea-ministerial-meeting-on-youth-and-sports-2026-hasilkan-deklarasi-bali,Sport,sea ministerial meeting on youth and sports hasil deklarasi bal,"['sea', 'ministerial', 'meeting', 'on', 'youth', 'and', 'sports', 'hasil', 'deklarasi', 'bal']",10
"Selasa, 05 Mei  2026 10:45 WIB","Yuk Daftar Jogja Run D-City 2026, Hadiahnya Wow Banget nih!",https://sport.detik.com/sportstyle/d-8474789/yuk-daftar-jogja-run-d-city-2026-hadiahnya-wow-banget-nih,Sport,yuk daftar jogja run d city hadiah wow banget nih,"['yuk', 'daftar', 'jogja', 'run', 'd', 'city', 'hadiah', 'wow', 'banget', 'nih']",10
"Selasa, 05 Mei  2026 10:12 WIB",Menpora Dorong SEA Ministerial Meeting on Youth and Sports Diadakan Rutin,https://sport.detik.com/sport-lain/d-8474780/menpora-dorong-sea-ministerial-meeting-on-youth-and-sports-diadakan-rutin,Sport,menpora dorong sea ministerial meeting on youth and sports ada rutin,"['menpora', 'dorong', 'sea', 'ministerial', 'meeting', 'on', 'youth', 'and', 'sports', 'ada', 'rutin']",11
"Senin, 04 Mei  2026 18:50 WIB","Moto3: Bisa Bawa Honda Akhiri Puasa Kemenangan di Le Mans, Veda Ega?",https://sport.detik.com/moto-gp/d-8473950/moto3-bisa-bawa-honda-akhiri-puasa-kemenangan-di-le-mans-veda-ega,Sport,moto bawa honda akhir puasa menang le mans veda ega,"['moto', 'bawa', 'honda', 'akhir', 'puasa', 'menang', 'le', 'mans', 'veda', 'ega']",10
"Senin, 04 Mei  2026 17:50 WIB","Tatap Moto3 GP Prancis 2026, Veda Sebagus Apa di Le Mans?",https://sport.detik.com/moto-gp/d-8473799/tatap-moto3-gp-prancis-2026-veda-sebagus-apa-di-le-mans,Sport,tatap moto gp prancis veda bagus apa le mans,"['tatap', 'moto', 'gp', 'prancis', 'veda', 'bagus', 'apa', 'le', 'mans']",9
"Senin, 04 Mei  2026 16:50 WIB",Gresini Racing Belum Mau Tergesa Bahas Peluang Alex Marquez Juara Dunia,https://sport.detik.com/moto-gp/d-8473704/gresini-racing-belum-mau-tergesa-bahas-peluang-alex-marquez-juara-dunia,Sport,gresini racing mau gesa bahas peluang alex marquez juara dunia,"['gresini', 'racing', 'mau', 'gesa', 'bahas', 'peluang', 'alex', 'marquez', 'juara', 'dunia']",10
"Senin, 04 Mei  2026 15:50 WIB",MotoGP 2026: Fermin Aldeguer Belum Dalam Kondisi Terbaik,https://sport.detik.com/moto-gp/d-8473606/motogp-2026-fermin-aldeguer-belum-dalam-kondisi-terbaik,Sport,motogp fermin aldeguer dalam kondisi baik,"['motogp', 'fermin', 'aldeguer', 'dalam', 'kondisi', 'baik']",6
"Senin, 04 Mei  2026 14:20 WIB",Daftar Juara Thomas dan Uber Cup 2026,https://sport.detik.com/raket/d-8473584/daftar-juara-thomas-dan-uber-cup-2026,Sport,daftar juara thomas uber cup,"['daftar', 'juara', 'thomas', 'uber', 'cup']",5
"Senin, 04 Mei  2026 09:45 WIB","Bahagia di Ducati, Marc Marquez Tak Akan Balikan dengan Honda",https://sport.detik.com/moto-gp/d-8473107/bahagia-di-ducati-marc-marquez-tak-akan-balikan-dengan-honda,Sport,bahagia ducati marc marquez tak balik honda,"['bahagia', 'ducati', 'marc', 'marquez', 'tak', 'balik', 'honda']",7
"Senin, 04 Mei  2026 09:10 WIB","Jogja Run D-City 2026: Tanggal, Cara Daftar, dan Hadiahnya!",https://sport.detik.com/sportstyle/d-8470947/jogja-run-d-city-2026-tanggal-cara-daftar-dan-hadiahnya,Sport,jogja run d city tanggal cara daftar hadiah,"['jogja', 'run', 'd', 'city', 'tanggal', 'cara', 'daftar', 'hadiah']",8
"Senin, 04 Mei  2026 08:17 WIB","Hasil F1 GP Miami 2026: Kimi Antonelli Juara, Catat 3 Kemenangan Beruntun",https://sport.detik.com/f1/d-8473040/hasil-f1-gp-miami-2026-kimi-antonelli-juara-catat-3-kemenangan-beruntun,Sport,hasil f gp miami kim antonelli juara catat menang untun,"['hasil', 'f', 'gp', 'miami', 'kim', 'antonelli', 'juara', 'catat', 'menang', 'untun']",10
"Senin, 04 Mei  2026 08:02 WIB",Kemenpora Gelar SEA Ministerial Meeting on Youth and Sports 2026 di Bali,https://sport.detik.com/sport-lain/d-8473002/kemenpora-gelar-sea-ministerial-meeting-on-youth-and-sports-2026-di-bali,Sport,kemenpora gelar sea ministerial meeting on youth and sports bal,"['kemenpora', 'gelar', 'sea', 'ministerial', 'meeting', 'on', 'youth', 'and', 'sports', 'bal']",10
"Senin, 04 Mei  2026 06:00 WIB",Melihat Keseruan Latihan Komunitas Panahan di Jakarta,https://sport.detik.com/fotosport/d-8472814/melihat-keseruan-latihan-komunitas-panahan-di-jakarta,Sport,lihat seru latih komunitas panah jakarta,"['lihat', 'seru', 'latih', 'komunitas', 'panah', 'jakarta']",6
"Senin, 04 Mei  2026 04:41 WIB","China Juara Thomas Cup 2026, Kalahkan Prancis di Final",https://sport.detik.com/raket/d-8472943/china-juara-thomas-cup-2026-kalahkan-prancis-di-final,Sport,china juara thomas cup kalah prancis final,"['china', 'juara', 'thomas', 'cup', 'kalah', 'prancis', 'final']",7
"Minggu, 03 Mei  2026 22:05 WIB",Uber Cup 2026: Korea Juara Usai Kandaskan China 3-1,https://sport.detik.com/raket/d-8472841/uber-cup-2026-korea-juara-usai-kandaskan-china-3-1,Sport,uber cup korea juara usai kandas china,"['uber', 'cup', 'korea', 'juara', 'usai', 'kandas', 'china']",7
"Minggu, 03 Mei  2026 21:45 WIB",GTWCA 2026: Apresiasi untuk Debut Sean Gelael di Mandalika,https://sport.detik.com/sport-lain/d-8472805/gtwca-2026-apresiasi-untuk-debut-sean-gelael-di-mandalika,Sport,gtwca apresiasi debut sean gelael mandalika,"['gtwca', 'apresiasi', 'debut', 'sean', 'gelael', 'mandalika']",6
"Minggu, 03 Mei  2026 18:55 WIB",GTWCA 2026: Begini Akhir Kiprah Sean Gelael di Mandalika,https://sport.detik.com/sport-lain/d-8472646/gtwca-2026-begini-akhir-kiprah-sean-gelael-di-mandalika,Sport,gtwca begini akhir kiprah sean gelael mandalika,"['gtwca', 'begini', 'akhir', 'kiprah', 'sean', 'gelael', 'mandalika']",7
"Minggu, 03 Mei  2026 17:15 WIB",MotoGP 2026: Aprilia Maksimalkan Situasi Sulit Marc Marquez,https://sport.detik.com/moto-gp/d-8472447/motogp-2026-aprilia-maksimalkan-situasi-sulit-marc-marquez,Sport,motogp aprilia maksimal situasi sulit marc marquez,"['motogp', 'aprilia', 'maksimal', 'situasi', 'sulit', 'marc', 'marquez']",7
"Minggu, 03 Mei  2026 09:10 WIB","Sudah Mei, Jogja Run D-City 2026 Bakal Digelar Bulan Ini, Hadiah Wow Banget",https://sport.detik.com/sportstyle/d-8470946/sudah-mei-jogja-run-d-city-2026-bakal-digelar-bulan-ini-hadiah-wow-banget,Sport,mei jogja run d city bakal gelar bulan hadiah wow banget,"['mei', 'jogja', 'run', 'd', 'city', 'bakal', 'gelar', 'bulan', 'hadiah', 'wow', 'banget']",11
"Minggu, 03 Mei  2026 08:59 WIB","F1 GP Miami 2026: Antonelli Pole Position, Balapan Dimajukan 3 Jam",https://sport.detik.com/f1/d-8472026/f1-gp-miami-2026-antonelli-pole-position-balapan-dimajukan-3-jam,Sport,f gp miami antonelli pole position balap maju jam,"['f', 'gp', 'miami', 'antonelli', 'pole', 'position', 'balap', 'maju', 'jam']",9
"Minggu, 03 Mei  2026 06:20 WIB",VR46 Prioritaskan Lanjut dengan Di Giannantonio,https://sport.detik.com/moto-gp/d-8471900/vr46-prioritaskan-lanjut-dengan-di-giannantonio,Sport,vr prioritas lanjut di giannantonio,"['vr', 'prioritas', 'lanjut', 'di', 'giannantonio']",5
"Minggu, 03 Mei  2026 02:20 WIB",GTWCA 2026: Safety Car Buyarkan Impian Sean Menangi Race 1,https://sport.detik.com/sport-lain/d-8471864/gtwca-2026-safety-car-buyarkan-impian-sean-menangi-race-1,Sport,gtwca safety car buyar impi sean tang race,"['gtwca', 'safety', 'car', 'buyar', 'impi', 'sean', 'tang', 'race']",8
"Minggu, 03 Mei  2026 01:20 WIB",Misi PTOI Jakarta untuk Tingkatkan Kualitas Terapis Olahraga,https://sport.detik.com/sportstyle/d-8471849/misi-ptoi-jakarta-untuk-tingkatkan-kualitas-terapis-olahraga,Sport,misi ptoi jakarta tingkat kualitas terap olahraga,"['misi', 'ptoi', 'jakarta', 'tingkat', 'kualitas', 'terap', 'olahraga']",7
"Minggu, 03 Mei  2026 00:35 WIB",Norris Menangkan Sprint Race F1 GP Miami 2026,https://sport.detik.com/f1/d-8471877/norris-menangkan-sprint-race-f1-gp-miami-2026,Sport,norris menang sprint race f gp miami,"['norris', 'menang', 'sprint', 'race', 'f', 'gp', 'miami']",7
"Minggu, 03 Mei  2026 00:20 WIB",Archery Challenge 2026 Seri 1 Diikuti 562 Peserta,https://sport.detik.com/sport-lain/d-8471847/archery-challenge-2026-seri-1-diikuti-562-peserta,Sport,archery challenge seri ikut serta,"['archery', 'challenge', 'seri', 'ikut', 'serta']",5
"Sabtu, 02 Mei  2026 23:20 WIB",HKBP 165 Padel Series Bergulir di Jakarta,https://sport.detik.com/sportstyle/d-8471778/hkbp-165-padel-series-bergulir-di-jakarta,Sport,hkbp padel series gulir jakarta,"['hkbp', 'padel', 'series', 'gulir', 'jakarta']",5
"Sabtu, 02 Mei  2026 21:04 WIB","Megawati Mundur dari Timnas, Mau Fokus ke Klub?",https://sport.detik.com/sport-lain/d-8471768/megawati-mundur-dari-timnas-mau-fokus-ke-klub,Sport,megawati mundur timnas mau fokus klub,"['megawati', 'mundur', 'timnas', 'mau', 'fokus', 'klub']",6
"Sabtu, 02 Mei  2026 19:35 WIB",Thalita Ramadhani Nothing To lose,https://sport.detik.com/raket/d-8471670/thalita-ramadhani-nothing-to-lose,Sport,thalita ramadhani nothing to lose,"['thalita', 'ramadhani', 'nothing', 'to', 'lose']",5
"Sabtu, 02 Mei  2026 19:22 WIB","Semifinal Uber Cup 2026: Rachel/Febi Kalah, Indonesia Disingkirkan Korea 1-3",https://sport.detik.com/raket/d-8471667/semifinal-uber-cup-2026-rachel-febi-kalah-indonesia-disingkirkan-korea-1-3,Sport,semifinal uber cup rachel febi kalah indonesia singkir korea,"['semifinal', 'uber', 'cup', 'rachel', 'febi', 'kalah', 'indonesia', 'singkir', 'korea']",9
"Sabtu, 02 Mei  2026 18:20 WIB",Semifinal Uber Cup 2026: Thalita Menang! Indonesia Vs Korea 1-2,https://sport.detik.com/raket/d-8471606/semifinal-uber-cup-2026-thalita-menang-indonesia-vs-korea-1-2,Sport,semifinal uber cup thalita menang indonesia vs korea,"['semifinal', 'uber', 'cup', 'thalita', 'menang', 'indonesia', 'vs', 'korea']",8
"Sabtu, 02 Mei  2026 17:30 WIB","Uber Cup 2026: Ana/Tiwi Juga Kalah, Indonesia 0-2 Korea",https://sport.detik.com/raket/d-8471560/uber-cup-2026-ana-tiwi-juga-kalah-indonesia-0-2-korea,Sport,uber cup ana tiwi kalah indonesia korea,"['uber', 'cup', 'ana', 'tiwi', 'kalah', 'indonesia', 'korea']",7
"Sabtu, 02 Mei  2026 16:48 WIB",Putri KW Akui Permainan An Se Young Menyulitkan,https://sport.detik.com/raket/d-8471525/putri-kw-akui-permainan-an-se-young-menyulitkan,Sport,putri kw aku main an se young sulit,"['putri', 'kw', 'aku', 'main', 'an', 'se', 'young', 'sulit']",8
"Sabtu, 02 Mei  2026 15:56 WIB","Uber Cup 2026: Putri KW Kalah, Indonesia Tertinggal 0-1 dari Korea",https://sport.detik.com/raket/d-8471443/uber-cup-2026-putri-kw-kalah-indonesia-tertinggal-0-1-dari-korea,Sport,uber cup putri kw kalah indonesia tinggal korea,"['uber', 'cup', 'putri', 'kw', 'kalah', 'indonesia', 'tinggal', 'korea']",8
"Sabtu, 02 Mei  2026 14:50 WIB",Perjalanan Megawati Mulai dari Klub hingga Jadi Langganan Timnas Voli,https://sport.detik.com/sport-lain/d-8471279/perjalanan-megawati-mulai-dari-klub-hingga-jadi-langganan-timnas-voli,Sport,jalan megawati mulai klub hingga jadi langgan timnas voli,"['jalan', 'megawati', 'mulai', 'klub', 'hingga', 'jadi', 'langgan', 'timnas', 'voli']",9
"Sabtu, 02 Mei  2026 13:45 WIB",Kata Sang Ibu soal Rivalitas Marc dan Alex Marquez di MotoGP,https://sport.detik.com/moto-gp/d-8471232/kata-sang-ibu-soal-rivalitas-marc-dan-alex-marquez-di-motogp,Sport,kata sang ibu soal rivalitas marc alex marquez motogp,"['kata', 'sang', 'ibu', 'soal', 'rivalitas', 'marc', 'alex', 'marquez', 'motogp']",9
"Sabtu, 02 Mei  2026 13:15 WIB",GTWCA: Bisakah Sean Gelael Unjuk Gigi di Mandalika?,https://sport.detik.com/sport-lain/d-8471168/gtwca-bisakah-sean-gelael-unjuk-gigi-di-mandalika,Sport,gtwca bisa sean gelael unjuk gigi mandalika,"['gtwca', 'bisa', 'sean', 'gelael', 'unjuk', 'gigi', 'mandalika']",7
"Sabtu, 02 Mei  2026 12:15 WIB",Urban Hoops 3x3 Challenge: Ajang Pengembangan Talenta Basket Muda,https://sport.detik.com/basket/d-8471140/urban-hoops-3x3-challenge-ajang-pengembangan-talenta-basket-muda,Sport,urban hoops x challenge ajang kembang talenta basket muda,"['urban', 'hoops', 'x', 'challenge', 'ajang', 'kembang', 'talenta', 'basket', 'muda']",9
"Sabtu, 02 Mei  2026 10:50 WIB",Tim Putri di Uber Cup 2026 Jangan Mau Sekadar Capai Target PBSI,https://sport.detik.com/raket/d-8470994/tim-putri-di-uber-cup-2026-jangan-mau-sekadar-capai-target-pbsi,Sport,tim putri uber cup jangan mau sekadar capai target pbsi,"['tim', 'putri', 'uber', 'cup', 'jangan', 'mau', 'sekadar', 'capai', 'target', 'pbsi']",10
"Sabtu, 02 Mei  2026 09:48 WIB",Line Up Indonesia Vs Korea di Semifinal Uber Cup: Reuni Ana/Tiwi,https://sport.detik.com/raket/d-8470982/line-up-indonesia-vs-korea-di-semifinal-uber-cup-reuni-ana-tiwi,Sport,line up indonesia vs korea semifinal uber cup reuni ana tiwi,"['line', 'up', 'indonesia', 'vs', 'korea', 'semifinal', 'uber', 'cup', 'reuni', 'ana', 'tiwi']",11
"Sabtu, 02 Mei  2026 09:30 WIB","Jogja Run D-City 2026 Hadiah hingga Puluhan Juta, Yuk Daftar Detik Ini Juga",https://sport.detik.com/sportstyle/d-8470945/jogja-run-d-city-2026-hadiah-hingga-puluhan-juta-yuk-daftar-detik-ini-juga,Sport,jogja run d city hadiah hingga puluh juta yuk daftar detik juga,"['jogja', 'run', 'd', 'city', 'hadiah', 'hingga', 'puluh', 'juta', 'yuk', 'daftar', 'detik', 'juga']",12
"Sabtu, 02 Mei  2026 08:46 WIB",Jadwal Semifinal Uber Cup 2026: Indonesia VS Korea Selatan Sore Nanti,https://sport.detik.com/raket/d-8470905/jadwal-semifinal-uber-cup-2026-indonesia-vs-korea-selatan-sore-nanti,Sport,jadwal semifinal uber cup indonesia vs korea selatan sore,"['jadwal', 'semifinal', 'uber', 'cup', 'indonesia', 'vs', 'korea', 'selatan', 'sore']",9
"Jumat, 01 Mei  2026 23:40 WIB",Ratusan Peserta Akan Ikuti Ajang Triathlon di GBK,https://sport.detik.com/sport-lain/d-8470631/ratusan-peserta-akan-ikuti-ajang-triathlon-di-gbk,Sport,ratus serta ikut ajang triathlon gbk,"['ratus', 'serta', 'ikut', 'ajang', 'triathlon', 'gbk']",6
"Jumat, 01 Mei  2026 21:04 WIB",Adu Kencang di Pra Kualifikasi GT World Challenge Asia 2026,https://sport.detik.com/fotosport/d-8470541/adu-kencang-di-pra-kualifikasi-gt-world-challenge-asia-2026,Sport,adu kencang pra kualifikasi gt world challenge asia,"['adu', 'kencang', 'pra', 'kualifikasi', 'gt', 'world', 'challenge', 'asia']",8
"Jumat, 01 Mei  2026 20:15 WIB",Putri KW Cs Harus Siap Capek Lawan Korea,https://sport.detik.com/raket/d-8470559/putri-kw-cs-harus-siap-capek-lawan-korea,Sport,putri kw cs siap capek lawan korea,"['putri', 'kw', 'cs', 'siap', 'capek', 'lawan', 'korea']",7
"Jumat, 01 Mei  2026 18:45 WIB",Semifinal Uber Cup 2026: Head to Head Indonesia Vs Korea Selatan,https://sport.detik.com/raket/d-8470434/semifinal-uber-cup-2026-head-to-head-indonesia-vs-korea-selatan,Sport,semifinal uber cup head to head indonesia vs korea selatan,"['semifinal', 'uber', 'cup', 'head', 'to', 'head', 'indonesia', 'vs', 'korea', 'selatan']",10
"Jumat, 01 Mei  2026 17:30 WIB",Hasil Asian Beach Games Jadi Pijakan Awal Tim RI Menuju Nagoya,https://sport.detik.com/sport-lain/d-8470406/hasil-asian-beach-games-jadi-pijakan-awal-tim-ri-menuju-nagoya,Sport,hasil asi beach games jadi pijak awal tim ri tuju nagoya,"['hasil', 'asi', 'beach', 'games', 'jadi', 'pijak', 'awal', 'tim', 'ri', 'tuju', 'nagoya']",11
"Jumat, 01 Mei  2026 15:50 WIB",Jadwal Semifinal Uber Cup 2026: Indonesia Vs Korea Selatan,https://sport.detik.com/raket/d-8470183/jadwal-semifinal-uber-cup-2026-indonesia-vs-korea-selatan,Sport,jadwal semifinal uber cup indonesia vs korea selatan,"['jadwal', 'semifinal', 'uber', 'cup', 'indonesia', 'vs', 'korea', 'selatan']",8
"Jumat, 01 Mei  2026 14:45 WIB","Uber Cup 2026: Bak Deja Vu, Ester Jadi Penentu Indonesia Amankan Medali",https://sport.detik.com/raket/d-8470036/uber-cup-2026-bak-deja-vu-ester-jadi-penentu-indonesia-amankan-medali,Sport,uber cup bak deja vu ester jadi tentu indonesia aman medali,"['uber', 'cup', 'bak', 'deja', 'vu', 'ester', 'jadi', 'tentu', 'indonesia', 'aman', 'medali']",11
"Jumat, 01 Mei  2026 13:15 WIB",Uber Cup 2026: Indonesia Vs Korea Ulangan Semifinal Tahun Lalu,https://sport.detik.com/raket/d-8469933/uber-cup-2026-indonesia-vs-korea-ulangan-semifinal-tahun-lalu,Sport,uber cup indonesia vs korea ulang semifinal tahun lalu,"['uber', 'cup', 'indonesia', 'vs', 'korea', 'ulang', 'semifinal', 'tahun', 'lalu']",9
"Jumat, 01 Mei  2026 09:10 WIB","Jogja Run D-City 2026: Digelar 24 Mei, Hadiahnya Sampai Puluhan Juta!",https://sport.detik.com/sportstyle/d-8468556/jogja-run-d-city-2026-digelar-24-mei-hadiahnya-sampai-puluhan-juta,Sport,jogja run d city gelar mei hadiah puluh juta,"['jogja', 'run', 'd', 'city', 'gelar', 'mei', 'hadiah', 'puluh', 'juta']",9
"Jumat, 01 Mei  2026 05:05 WIB",Semifinal Uber Cup 2026: Indonesia Vs Korea Selatan,https://sport.detik.com/raket/d-8469518/semifinal-uber-cup-2026-indonesia-vs-korea-selatan,Sport,semifinal uber cup indonesia vs korea selatan,"['semifinal', 'uber', 'cup', 'indonesia', 'vs', 'korea', 'selatan']",7
"Jumat, 01 Mei  2026 04:30 WIB",Hasil Lengkap Perempatfinal Uber Cup 2026: Indonesia Gebuk Tuan Rumah,https://sport.detik.com/raket/d-8469517/hasil-lengkap-perempatfinal-uber-cup-2026-indonesia-gebuk-tuan-rumah,Sport,hasil lengkap perempatfinal uber cup indonesia gebuk tuan rumah,"['hasil', 'lengkap', 'perempatfinal', 'uber', 'cup', 'indonesia', 'gebuk', 'tuan', 'rumah']",9
"Jumat, 01 Mei  2026 03:08 WIB","Hasil Uber Cup 2026: Hajar Denmark, Indonesia Lolos ke Semifinal!",https://sport.detik.com/raket/d-8469509/hasil-uber-cup-2026-hajar-denmark-indonesia-lolos-ke-semifinal,Sport,hasil uber cup hajar denmark indonesia lolos semifinal,"['hasil', 'uber', 'cup', 'hajar', 'denmark', 'indonesia', 'lolos', 'semifinal']",8
"Jumat, 01 Mei  2026 01:30 WIB",GTWCA: Sean Totalitas Penuh di Hari Pertama Sesi Latihan,https://sport.detik.com/sport-lain/d-8469454/gtwca-sean-totalitas-penuh-di-hari-pertama-sesi-latihan,Sport,gtwca sean totalitas penuh hari pertama sesi latih,"['gtwca', 'sean', 'totalitas', 'penuh', 'hari', 'pertama', 'sesi', 'latih']",8
"Jumat, 01 Mei  2026 00:30 WIB","Tentang Blue Blood Stable, Salah Satu Penghasil Kuda Pacuan Terbaik RI",https://sport.detik.com/sport-lain/d-8469440/tentang-blue-blood-stable-salah-satu-penghasil-kuda-pacuan-terbaik-ri,Sport,blue blood stable salah satu hasil kuda pacu baik ri,"['blue', 'blood', 'stable', 'salah', 'satu', 'hasil', 'kuda', 'pacu', 'baik', 'ri']",10
"Kamis, 30 Apr 2026 23:50 WIB",Petinju Asian Games Ini Tampil di Pattimura International Big Fight 2026,https://sport.detik.com/sport-lain/d-8469380/petinju-asian-games-ini-tampil-di-pattimura-international-big-fight-2026,Sport,tinju asi games tampil pattimura international big fight,"['tinju', 'asi', 'games', 'tampil', 'pattimura', 'international', 'big', 'fight']",8
"Kamis, 30 Apr 2026 23:20 WIB",Festival SenengMinton 2026 Dimulai,https://sport.detik.com/raket/d-8469365/festival-senengminton-2026-dimulai,Sport,festival senengminton mulai,"['festival', 'senengminton', 'mulai']",3
